mapId,waypointId,waypointOrder
567,2849,1
567,12221,2
567,931,3
567,28323,4
568,608,1
568,5067,2
568,22120,3
569,25794,1
569,27911,2
569,27356,3
570,8507,1
570,4896,2
571,21742,1
571,4599,2
572,4270,1
572,8072,2
572,6264,3
573,5621,1
573,4741,2
573,675,3
573,9653,4
574,29849,1
574,28089,2
574,10372,3
574,432,4
574,25886,5
575,26441,1
575,29378,2
575,24388,3
575,26393,4
575,21302,5
576,29875,1
576,14204,2
576,8305,3
576,10642,4
576,26575,5
577,25781,1
577,5022,2
577,15892,3
578,25816,1
578,16659,2
579,1381,1
579,27884,2
579,23357,3
579,24869,4
579,18446,5
580,7387,1
580,24105,2
580,11419,3
580,927,4
581,26206,1
581,15998,2
581,5396,3
581,26207,4
581,26208,5
582,8810,1
582,26478,2
582,6125,3
582,8560,4
582,115,5
583,22745,1
583,2943,2
583,3884,3
584,26442,1
584,23522,2
584,10002,3
584,25351,4
584,5396,5
585,24389,1
585,13488,2
585,1574,3
586,24437,1
586,18249,2
586,28849,3
586,10846,4
586,25282,5
587,10013,1
587,3660,2
587,14250,3
587,24374,4
588,28290,1
588,6498,2
588,26358,3
588,15328,4
588,6774,5
589,17752,1
589,16433,2
590,14760,1
590,9763,2
591,21697,1
591,9759,2
591,23281,3
591,19416,4
592,4428,1
592,495,2
593,24349,1
593,5156,2
593,24571,3
593,6247,4
593,12507,5
594,5443,1
594,9261,2
594,591,3
595,21972,1
595,16643,2
595,24998,3
595,1047,4
595,22581,5
596,29278,1
596,20353,2
596,13733,3
596,28115,4
596,5145,5
597,18769,1
597,29072,2
598,5140,1
598,4731,2
598,22511,3
598,11724,4
598,22140,5
599,16369,1
599,14685,2
599,29936,3
599,128,4
600,918,1
600,23681,2
601,25146,1
601,3741,2
601,2679,3
601,21921,4
601,20166,5
602,3282,1
602,5831,2
602,9127,3
602,6068,4
603,2068,1
603,13449,2
603,5698,3
603,8844,4
603,68,5
604,8208,1
604,12801,2
604,24064,3
605,17591,1
605,23878,2
605,2808,3
605,3048,4
605,5912,5
606,4616,1
606,7475,2
606,29170,3
607,27826,1
607,634,2
607,1041,3
607,10372,4
608,2789,1
608,1060,2
608,1707,3
609,11958,1
609,16185,2
609,5477,3
610,28519,1
610,25305,2
610,29598,3
610,7993,4
610,24501,5
611,439,1
611,27176,2
611,28649,3
611,14011,4
612,2097,1
612,23013,2
612,18750,3
612,12412,4
612,21755,5
613,10442,1
613,14599,2
613,20176,3
613,1996,4
613,4373,5
614,15744,1
614,24399,2
615,15330,1
615,13295,2
615,29028,3
616,6735,1
616,969,2
616,15297,3
616,25,4
616,27730,5
617,3742,1
617,13137,2
617,1303,3
617,4971,4
617,29599,5
618,9058,1
618,25074,2
618,2653,3
619,6351,1
619,8918,2
620,27357,1
620,11922,2
621,25424,1
621,8427,2
622,28785,1
622,29466,2
623,4938,1
623,25865,2
623,23009,3
624,12539,1
624,19153,2
624,128,3
624,9830,4
625,27682,1
625,1231,2
625,25145,3
626,9926,1
626,21937,2
627,27206,1
627,4814,2
627,10548,3
627,9446,4
628,1341,1
628,6097,2
629,8381,1
629,11678,2
629,29670,3
630,23537,1
630,4789,2
631,9666,1
631,22140,2
631,27939,3
632,1882,1
632,5231,2
633,25799,1
633,7356,2
633,25247,3
634,975,1
634,4871,2
634,27986,3
634,4839,4
634,15030,5
635,18754,1
635,4285,2
636,3738,1
636,5631,2
636,13394,3
637,26274,1
637,17819,2
637,15555,3
637,16958,4
638,12783,1
638,13351,2
639,27753,1
639,24201,2
639,10595,3
639,27666,4
640,3573,1
640,9211,2
640,4893,3
640,27529,4
640,12633,5
641,10054,1
641,1852,2
641,8256,3
641,7010,4
642,22049,1
642,9814,2
642,8715,3
642,209,4
643,7239,1
643,21022,2
644,5237,1
644,9446,2
644,24536,3
645,24603,1
645,17549,2
645,7103,3
645,11638,4
646,9660,1
646,1112,2
646,23281,3
646,27363,4
647,19418,1
647,21724,2
647,5231,3
648,7,1
648,27317,2
648,2920,3
648,4525,4
648,4925,5
649,3489,1
649,26614,2
649,10414,3
649,22957,4
650,2910,1
650,10640,2
651,22145,1
651,26869,2
651,28913,3
651,29736,4
651,22760,5
652,9098,1
652,18113,2
653,23124,1
653,6716,2
653,16167,3
653,902,4
654,4262,1
654,27071,2
654,29226,3
655,4868,1
655,4553,2
655,29868,3
655,28212,4
655,26645,5
656,178,1
656,29602,2
657,25362,1
657,15556,2
657,2087,3
657,2242,4
658,4307,1
658,12167,2
659,11018,1
659,2792,2
660,28799,1
660,26616,2
660,29638,3
660,22069,4
661,3214,1
661,29732,2
662,5935,1
662,10515,2
662,8528,3
662,10507,4
662,6601,5
663,20039,1
663,28158,2
663,13061,3
664,10939,1
664,12484,2
664,8386,3
664,4686,4
665,1072,1
665,27595,2
665,19074,3
665,22592,4
665,4222,5
666,11922,1
666,3530,2
666,19961,3
667,18380,1
667,9600,2
668,3552,1
668,25604,2
669,28548,1
669,28067,2
669,28456,3
669,29735,4
669,10662,5
670,9342,1
670,19154,2
670,5212,3
670,7210,4
671,27469,1
671,9620,2
672,722,1
672,6122,2
673,4508,1
673,8913,2
673,29278,3
673,4044,4
674,502,1
674,4105,2
675,27546,1
675,3335,2
675,29793,3
675,23491,4
675,10438,5
676,16356,1
676,23672,2
676,28654,3
677,10639,1
677,24437,2
677,22124,3
677,1831,4
678,28363,1
678,24968,2
678,11670,3
678,17870,4
678,10583,5
679,27519,1
679,22109,2
679,5438,3
679,14844,4
680,10045,1
680,18463,2
680,18238,3
680,7883,4
681,6796,1
681,5368,2
682,27783,1
682,559,2
683,4574,1
683,1124,2
684,4428,1
684,495,2
684,4155,3
685,22126,1
685,6939,2
685,9926,3
685,9137,4
685,10528,5
686,17179,1
686,25927,2
686,20796,3
687,4428,1
687,2261,2
687,6856,3
687,25499,4
688,18840,1
688,2367,2
688,7335,3
688,5668,4
689,5820,1
689,16174,2
689,8381,3
690,25390,1
690,24571,2
690,22119,3
690,4471,4
691,783,1
691,8771,2
691,27208,3
691,6991,4
692,16554,1
692,24147,2
692,16055,3
693,10486,1
693,3823,2
693,4073,3
693,28193,4
694,4428,1
694,4155,2
695,22055,1
695,9234,2
695,16639,3
696,21000,1
696,31,2
696,22095,3
696,29095,4
697,21955,1
697,222,2
697,27179,3
698,6739,1
698,23393,2
699,15126,1
699,26500,2
699,2615,3
699,2146,4
700,24722,1
700,9977,2
701,5668,1
701,3480,2
701,21961,3
702,4456,1
702,23874,2
702,21012,3
702,6351,4
702,25482,5
703,27593,1
703,21174,2
703,4897,3
704,9669,1
704,8810,2
705,10933,1
705,20041,2
705,1427,3
705,1743,4
706,19948,1
706,1946,2
706,17449,3
706,20458,4
706,5584,5
707,24013,1
707,19630,2
707,5428,3
707,26663,4
708,6249,1
708,7998,2
709,470,1
709,15005,2
710,9345,1
710,19041,2
711,12740,1
711,3018,2
712,4885,1
712,3826,2
712,6471,3
713,10594,1
713,29266,2
714,22084,1
714,10303,2
715,4985,1
715,1306,2
715,16657,3
715,25490,4
716,16670,1
716,3080,2
716,14288,3
717,26432,1
717,1077,2
718,15498,1
718,6428,2
718,17173,3
718,21886,4
718,2167,5
719,3764,1
719,23020,2
719,26535,3
719,12788,4
720,5253,1
720,28510,2
720,23122,3
720,24426,4
721,15560,1
721,15361,2
722,26903,1
722,16728,2
722,27,3
723,27285,1
723,26575,2
723,6234,3
724,3589,1
724,20317,2
725,7277,1
725,18256,2
726,3977,1
726,22850,2
726,12221,3
726,11316,4
726,9226,5
727,19049,1
727,22056,2
728,4155,1
728,495,2
728,4428,3
729,29706,1
729,3018,2
730,6525,1
730,6231,2
731,2615,1
731,24011,2
731,28,3
731,10293,4
732,3552,1
732,7357,2
732,1396,3
732,25852,4
733,4881,1
733,2908,2
733,4823,3
733,7429,4
733,28187,5
734,11477,1
734,2224,2
734,15278,3
735,29100,1
735,29673,2
735,4233,3
735,16926,4
736,26958,1
736,16713,2
736,19041,3
736,24193,4
737,17063,1
737,29760,2
737,9008,3
737,28917,4
737,16619,5
738,3432,1
738,26465,2
738,28427,3
738,19924,4
738,12447,5
739,10965,1
739,13408,2
739,20769,3
739,5428,4
739,16625,5
740,26204,1
740,22635,2
741,24513,1
741,3007,2
741,10118,3
741,4653,4
742,14052,1
742,29898,2
743,19948,1
743,12906,2
744,5952,1
744,18869,2
744,4246,3
744,25093,4
745,25335,1
745,10003,2
746,29286,1
746,21972,2
746,24182,3
747,1529,1
747,12450,2
747,29281,3
747,6979,4
747,28101,5
748,15089,1
748,19081,2
749,6317,1
749,10050,2
749,24440,3
750,19035,1
750,10460,2
750,17399,3
750,3980,4
750,10642,5
751,10593,1
751,3771,2
751,21936,3
752,3219,1
752,1954,2
753,865,1
753,11838,2
753,12548,3
753,3031,4
754,6696,1
754,1306,2
755,22089,1
755,367,2
755,26900,3
755,1891,4
756,3899,1
756,6617,2
757,18523,1
757,21423,2
757,25410,3
758,23522,1
758,7010,2
758,25332,3
758,8154,4
759,19258,1
759,17253,2
759,10682,3
760,19761,1
760,6387,2
760,19795,3
760,7153,4
761,4097,1
761,15673,2
761,4923,3
761,4233,4
762,1961,1
762,29894,2
763,15600,1
763,10713,2
763,29761,3
763,23165,4
764,8414,1
764,3667,2
764,7555,3
764,35,4
764,20865,5
765,7332,1
765,5610,2
765,9912,3
765,6246,4
766,2921,1
766,24574,2
766,4838,3
766,7488,4
767,3357,1
767,1834,2
767,21899,3
767,24060,4
767,5456,5
768,28635,1
768,4738,2
768,1768,3
768,28188,4
768,18833,5
769,3319,1
769,4009,2
769,9604,3
769,29462,4
770,10582,1
770,19051,2
770,4674,3
770,10898,4
770,27857,5
771,16057,1
771,21956,2
772,671,1
772,20246,2
772,4108,3
773,4689,1
773,21695,2
773,20778,3
774,7010,1
774,10002,2
775,10876,1
775,14004,2
775,2547,3
775,25562,4
776,28109,1
776,3143,2
777,13977,1
777,17591,2
777,6361,3
778,28627,1
778,4497,2
778,15614,3
779,13397,1
779,17193,2
779,3597,3
779,24492,4
780,24702,1
780,5320,2
780,17780,3
781,5231,1
781,22121,2
782,22061,1
782,21953,2
782,28823,3
782,9470,4
783,11943,1
783,29406,2
783,24513,3
785,4306,1
785,18964,2
785,17741,3
785,17223,4
786,18,1
786,28297,2
786,3425,3
786,9839,4
786,3377,5
787,18167,1
787,10861,2
788,4268,1
788,21899,2
788,4103,3
789,28462,1
789,24381,2
789,29614,3
789,9232,4
789,29205,5
790,29374,1
790,1924,2
790,1159,3
791,9938,1
791,21973,2
792,27045,1
792,21545,2
792,14337,3
793,27695,1
793,25899,2
793,10577,3
793,12533,4
794,29888,1
794,6939,2
794,16914,3
794,21724,4
795,797,1
795,28915,2
795,7004,3
795,20220,4
796,9681,1
796,7483,2
796,18861,3
797,14443,1
797,18260,2
797,3387,3
797,2159,4
798,29530,1
798,14948,2
799,25379,1
799,17312,2
799,10118,3
800,1390,1
800,2866,2
800,15396,3
801,4919,1
801,6476,2
802,2750,1
802,27547,2
802,26694,3
802,3489,4
802,21943,5
803,6520,1
803,14727,2
803,6939,3
804,2751,1
804,10368,2
804,4483,3
805,9370,1
805,27811,2
805,16911,3
805,27860,4
806,23009,1
806,27681,2
806,19110,3
806,25858,4
806,9914,5
807,23256,1
807,17631,2
807,25794,3
807,2850,4
808,24395,1
808,20945,2
808,10424,3
808,14964,4
808,5155,5
809,10891,1
809,29072,2
809,9317,3
809,25060,4
809,11639,5
810,16384,1
810,9551,2
810,24458,3
810,7489,4
810,23681,5
811,5291,1
811,13386,2
812,2001,1
812,619,2
812,22138,3
813,7147,1
813,12056,2
813,9041,3
813,6572,4
814,29412,1
814,17819,2
814,3953,3
814,26535,4
815,17948,1
815,12691,2
815,429,3
815,20932,4
815,24467,5
816,1679,1
816,3996,2
817,22388,1
817,27935,2
817,8608,3
817,15061,4
818,6611,1
818,22125,2
818,18885,3
818,25654,4
818,27285,5
819,5341,1
819,5275,2
819,2475,3
820,12683,1
820,9914,2
821,28168,1
821,3826,2
822,8086,1
822,25500,2
822,10699,3
822,18612,4
823,19911,1
823,21950,2
823,6293,3
823,29715,4
824,22979,1
824,16643,2
824,17934,3
825,8537,1
825,10598,2
825,27568,3
825,18570,4
825,1237,5
826,6518,1
826,24428,2
826,12958,3
826,1258,4
827,5158,1
827,9345,2
827,29930,3
828,9071,1
828,24458,2
829,29728,1
829,13744,2
829,7800,3
830,23568,1
830,1794,2
830,10819,3
830,22509,4
831,23110,1
831,23337,2
831,15739,3
832,19356,1
832,17367,2
832,17644,3
833,13174,1
833,5637,2
833,4599,3
833,27290,4
833,11132,5
834,5490,1
834,29653,2
834,6358,3
835,26266,1
835,18252,2
835,23048,3
835,27898,4
836,10119,1
836,1016,2
836,24461,3
836,3980,4
837,5193,1
837,24652,2
837,3362,3
837,29226,4
837,25,5
838,23477,1
838,25179,2
839,11304,1
839,2119,2
839,17290,3
840,2583,1
840,2613,2
841,27862,1
841,27300,2
842,6412,1
842,24174,2
843,8653,1
843,2012,2
843,3489,3
843,26551,4
843,25734,5
844,10840,1
844,1916,2
844,522,3
844,1358,4
845,1045,1
845,25446,2
845,15894,3
845,11961,4
845,3468,5
846,4155,1
846,495,2
846,4428,3
847,3528,1
847,4233,2
848,26741,1
848,2160,2
848,4588,3
848,4916,4
848,22829,5
849,22126,1
849,23893,2
849,12790,3
849,9068,4
849,28060,5
850,12412,1
850,25245,2
851,3215,1
851,12084,2
851,4042,3
851,7843,4
851,16634,5
852,5364,1
852,6831,2
853,6154,1
853,989,2
854,9039,1
854,11332,2
854,19153,3
854,10344,4
855,25746,1
855,27810,2
855,18259,3
855,18332,4
855,28068,5
856,29810,1
856,6196,2
856,29030,3
856,28325,4
856,13685,5
857,20695,1
857,14065,2
858,3954,1
858,27567,2
859,22519,1
859,9954,2
859,8313,3
859,3511,4
859,5375,5
860,15559,1
860,11091,2
860,6366,3
860,5751,4
861,3129,1
861,28919,2
862,15361,1
862,8560,2
862,27373,3
862,3709,4
862,28947,5
863,3591,1
863,25634,2
864,2394,1
864,986,2
865,29680,1
865,10012,2
865,27230,3
865,8310,4
865,1387,5
866,4023,1
866,22508,2
867,4999,1
867,13278,2
867,9538,3
867,10190,4
867,21954,5
868,28955,1
868,25734,2
868,5118,3
869,28978,1
869,5739,2
870,21929,1
870,5160,2
871,21979,1
871,5239,2
871,16654,3
872,863,1
872,24092,2
872,24535,3
872,23517,4
872,4890,5
873,6411,1
873,25393,2
874,4043,1
874,27096,2
874,28304,3
874,13459,4
875,16655,1
875,17086,2
875,521,3
876,8606,1
876,14468,2
877,7039,1
877,5671,2
877,19365,3
878,12549,1
878,21929,2
878,21935,3
879,3428,1
879,3314,2
879,6269,3
879,21931,4
880,2948,1
880,4613,2
880,12386,3
881,10514,1
881,515,2
881,8700,3
881,18924,4
882,8600,1
882,3149,2
882,8329,3
882,9709,4
883,4534,1
883,3481,2
883,22070,3
884,21117,1
884,27906,2
884,14512,3
884,21936,4
884,14985,5
885,10112,1
885,10599,2
885,27695,3
885,11800,4
886,24463,1
886,19413,2
886,27607,3
886,24214,4
886,7069,5
887,7998,1
887,6607,2
887,24207,3
887,893,4
888,4611,1
888,5237,2
888,17186,3
889,7944,1
889,25291,2
890,26044,1
890,7251,2
890,4008,3
891,28990,1
891,25497,2
891,9579,3
892,1197,1
892,3262,2
892,3707,3
892,26787,4
893,6248,1
893,23085,2
893,2803,3
893,2902,4
893,10933,5
894,29978,1
894,21063,2
894,16619,3
894,21373,4
895,26742,1
895,26230,2
896,22125,1
896,24121,2
896,5820,3
896,28349,4
897,22775,1
897,8755,2
897,4108,3
898,23934,1
898,4823,2
899,1108,1
899,4505,2
900,28550,1
900,26829,2
900,7025,3
900,16926,4
900,8910,5
901,9521,1
901,5885,2
901,5245,3
901,10931,4
901,22904,5
902,27217,1
902,29010,2
902,19048,3
903,6600,1
903,11759,2
903,27519,3
903,27836,4
903,2752,5
904,25787,1
904,8192,2
904,12687,3
906,3047,1
906,10206,2
906,4926,3
906,2583,4
906,23061,5
907,1564,1
907,21406,2
907,29708,3
908,27602,1
908,10910,2
909,13947,1
909,3552,2
909,23013,3
910,1527,1
910,10039,2
910,3771,3
910,20997,4
910,10642,5
911,26306,1
911,9861,2
911,3899,3
911,4747,4
911,5148,5
912,28363,1
912,16202,2
912,4213,3
912,1562,4
912,2406,5
913,146,1
913,3942,2
913,2034,3
913,25493,4
914,1167,1
914,439,2
915,2295,1
915,8116,2
915,4720,3
916,23950,1
916,16640,2
916,9978,3
916,2901,4
917,9662,1
917,7597,2
917,10190,3
917,1980,4
917,3121,5
919,5779,1
919,12948,2
920,11621,1
920,28305,2
920,1969,3
920,28635,4
921,26203,1
921,4428,2
921,10002,3
922,5912,1
922,418,2
922,2703,3
923,24838,1
923,1106,2
923,27043,3
924,3028,1
924,13685,2
924,22564,3
924,1310,4
924,15447,5
925,6216,1
925,17015,2
925,21594,3
925,4447,4
925,9389,5
926,22829,1
926,4871,2
926,19208,3
927,298,1
927,11180,2
927,9792,3
927,20674,4
927,5432,5
928,3943,1
928,3441,2
928,7013,3
928,10963,4
929,25580,1
929,23156,2
930,20695,1
930,23061,2
930,12351,3
930,26787,4
931,29421,1
931,29037,2
931,9926,3
931,27019,4
931,12640,5
932,28072,1
932,13054,2
932,18824,3
933,495,1
933,4428,2
934,26341,1
934,1632,2
934,2257,3
935,17276,1
935,1071,2
935,9623,3
936,6419,1
936,9306,2
936,5888,3
936,120,4
937,4691,1
937,6696,2
937,4816,3
938,13470,1
938,22215,2
938,412,3
938,4482,4
939,9600,1
939,15030,2
939,9887,3
939,4826,4
940,6097,1
940,4915,2
940,17192,3
940,24853,4
941,15848,1
941,19480,2
941,9360,3
941,25487,4
941,933,5
942,2186,1
942,26303,2
942,22644,3
943,29711,1
943,18425,2
943,6041,3
943,29525,4
943,8730,5
944,27666,1
944,12221,2
945,8304,1
945,21661,2
946,24003,1
946,14256,2
946,28641,3
947,12452,1
947,20246,2
947,23163,3
947,18259,4
948,12973,1
948,22111,2
949,26503,1
949,2625,2
949,28822,3
949,22812,4
950,20723,1
950,22074,2
950,29092,3
950,18719,4
950,9929,5
951,27548,1
951,24559,2
951,7521,3
951,8549,4
951,8046,5
952,29842,1
952,17191,2
952,26387,3
953,7,1
953,10576,2
953,28682,3
953,3459,4
953,28810,5
954,5166,1
954,16139,2
954,6073,3
954,5725,4
954,8768,5
955,8623,1
955,25976,2
955,28175,3
955,5648,4
955,12786,5
956,5089,1
956,5401,2
957,15913,1
957,17942,2
957,7646,3
957,21260,4
957,79,5
958,21920,1
958,9981,2
959,2545,1
959,21037,2
960,13469,1
960,14538,2
960,3126,3
960,14256,4
961,609,1
961,261,2
961,11363,3
961,6412,4
961,7848,5
962,5738,1
962,5118,2
962,2715,3
962,3203,4
962,14741,5
963,6981,1
963,11676,2
964,25022,1
964,25424,2
964,21418,3
964,10651,4
965,10519,1
965,19697,2
965,16617,3
965,11140,4
966,26274,1
966,3780,2
966,10460,3
967,2476,1
967,5467,2
967,24449,3
967,29434,4
967,21344,5
968,657,1
968,888,2
969,25330,1
969,4878,2
970,22097,1
970,14398,2
970,12611,3
970,3360,4
970,9955,5
971,8814,1
971,29728,2
971,25332,3
971,26204,4
971,26206,5
972,10200,1
972,29374,2
972,25011,3
973,19943,1
973,3300,2
973,6716,3
973,10821,4
974,15704,1
974,9292,2
974,7367,3
974,10139,4
975,4506,1
975,24527,2
975,24370,3
975,27164,4
976,15544,1
976,15643,2
977,26644,1
977,25321,2
977,7312,3
977,25835,4
977,1766,5
978,27897,1
978,18127,2
978,4545,3
978,10343,4
979,27519,1
979,20280,2
979,12003,3
980,7275,1
980,15079,2
980,25074,3
980,24214,4
980,2603,5
981,8023,1
981,25136,2
981,26646,3
982,23522,1
982,5396,2
982,26278,3
982,3997,4
982,26204,5
983,7008,1
983,10565,2
983,292,3
983,2700,4
984,23158,1
984,5912,2
984,10190,3
984,13108,4
984,11826,5
985,23646,1
985,7820,2
985,29558,3
985,7168,4
985,9470,5
986,12930,1
986,4056,2
986,12740,3
987,4285,1
987,275,2
987,6066,3
987,12766,4
988,25128,1
988,23735,2
989,13386,1
989,8322,2
989,4144,3
989,22100,4
990,21579,1
990,18303,2
990,15739,3
991,16630,1
991,28916,2
991,22108,3
992,10002,1
992,29728,2
992,9270,3
993,21933,1
993,26726,2
994,10100,1
994,23568,2
994,9581,3
994,6337,4
994,25940,5
995,18728,1
995,21931,2
995,24660,3
996,24088,1
996,1933,2
996,29595,3
997,29838,1
997,8934,2
997,28889,3
998,9518,1
998,25499,2
998,22220,3
998,26828,4
998,6080,5
999,4684,1
999,15068,2
1000,23182,1
1000,26382,2
1000,17666,3
1001,9416,1
1001,20116,2
1001,27665,3
1002,21040,1
1002,4097,2
1002,4611,3
1002,4181,4
1003,10794,1
1003,13386,2
1003,12538,3
1004,12206,1
1004,9608,2
1005,14337,1
1005,26160,2
1005,27169,3
1006,19401,1
1006,29732,2
1007,14760,1
1007,9122,2
1008,7192,1
1008,19080,2
1008,1614,3
1009,33,1
1009,25410,2
1009,1875,3
1009,29036,4
1010,2944,1
1010,26836,2
1011,27212,1
1011,28043,2
1012,797,1
1012,27596,2
1012,28742,3
1012,11297,4
1013,2615,1
1013,9364,2
1013,2012,3
1014,28032,1
1014,23202,2
1014,21807,3
1014,6105,4
1015,11034,1
1015,27706,2
1015,2887,3
1016,25589,1
1016,12981,2
1016,2440,3
1016,27516,4
1016,8036,5
1017,26139,1
1017,29795,2
1017,23562,3
1017,13307,4
1018,5364,1
1018,6408,2
1019,26201,1
1019,12797,2
1019,3979,3
1019,27053,4
1020,29312,1
1020,25477,2
1021,17502,1
1021,5087,2
1021,29663,3
1021,21698,4
1022,4034,1
1022,9889,2
1022,8306,3
1022,24834,4
1022,20368,5
1023,26759,1
1023,8731,2
1023,15454,3
1023,772,4
1024,7247,1
1024,20435,2
1024,13406,3
1024,5175,4
1024,25145,5
1025,12795,1
1025,4895,2
1025,20248,3
1026,29700,1
1026,21941,2
1026,11053,3
1027,2168,1
1027,732,2
1027,22083,3
1028,27736,1
1028,23156,2
1028,558,3
1028,23391,4
1029,24755,1
1029,9830,2
1029,3205,3
1029,28712,4
1030,3581,1
1030,16286,2
1030,22172,3
1030,3239,4
1030,8263,5
1031,7827,1
1031,4358,2
1031,28353,3
1032,25246,1
1032,26095,2
1032,796,3
1032,29935,4
1033,4729,1
1033,26308,2
1034,28024,1
1034,18411,2
1034,8668,3
1034,29473,4
1035,3218,1
1035,28459,2
1035,26335,3
1035,9732,4
1036,9323,1
1036,11142,2
1036,25832,3
1036,14932,4
1037,26204,1
1037,10801,2
1038,72,1
1038,9777,2
1038,29003,3
1039,16950,1
1039,10577,2
1039,23082,3
1040,5145,1
1040,25624,2
1040,18108,3
1040,2549,4
1041,13797,1
1041,28892,2
1041,26183,3
1041,27386,4
1041,15671,5
1042,3129,1
1042,26616,2
1042,24390,3
1043,17366,1
1043,9842,2
1044,28910,1
1044,11724,2
1045,1547,1
1045,7593,2
1045,4313,3
1046,22169,1
1046,2241,2
1046,21632,3
1046,29525,4
1047,25143,1
1047,13111,2
1048,17291,1
1048,15876,2
1048,2218,3
1048,4029,4
1048,9558,5
1049,1159,1
1049,5085,2
1050,7212,1
1050,19034,2
1050,28139,3
1051,22370,1
1051,1969,2
1051,26402,3
1051,20714,4
1051,3028,5
1052,5021,1
1052,20041,2
1052,6622,3
1052,3124,4
1052,22898,5
1053,7922,1
1053,25223,2
1053,4729,3
1053,21634,4
1053,2950,5
1054,4525,1
1054,2585,2
1055,11338,1
1055,1047,2
1055,25851,3
1056,15192,1
1056,21545,2
1056,9620,3
1057,19153,1
1057,6735,2
1057,1310,3
1058,27596,1
1058,1641,2
1059,13108,1
1059,26276,2
1059,18517,3
1060,16342,1
1060,25580,2
1060,3325,3
1060,21926,4
1060,6318,5
1061,29322,1
1061,14289,2
1062,4905,1
1062,24624,2
1063,931,1
1063,6278,2
1063,29238,3
1063,9270,4
1063,26165,5
1064,21274,1
1064,8312,2
1064,10514,3
1064,4276,4
1065,20760,1
1065,931,2
1065,3958,3
1065,16261,4
1066,20178,1
1066,9342,2
1066,26456,3
1066,10834,4
1067,4237,1
1067,27816,2
1067,29129,3
1067,6122,4
1067,18158,5
1068,19764,1
1068,29767,2
1068,2776,3
1069,29946,1
1069,21978,2
1069,2757,3
1070,10474,1
1070,19352,2
1070,18674,3
1070,23995,4
1070,1580,5
1071,16340,1
1071,4114,2
1071,18222,3
1071,26812,4
1072,15998,1
1072,25142,2
1073,5320,1
1073,2506,2
1073,1301,3
1074,28281,1
1074,14778,2
1074,2883,3
1075,4267,1
1075,28991,2
1075,26591,3
1076,7153,1
1076,21340,2
1076,27972,3
1077,2435,1
1077,10268,2
1077,3021,3
1077,4471,4
1078,13095,1
1078,16905,2
1078,3207,3
1079,10515,1
1079,2042,2
1079,29089,3
1079,10692,4
1079,7631,5
1080,28225,1
1080,29406,2
1080,27290,3
1080,2511,4
1080,20723,5
1081,995,1
1081,3884,2
1081,1556,3
1081,9082,4
1082,2779,1
1082,15022,2
1082,2541,3
1083,7816,1
1083,3276,2
1083,4017,3
1083,10907,4
1084,12910,1
1084,16646,2
1084,1584,3
1084,14036,4
1085,27667,1
1085,9507,2
1085,9008,3
1085,22116,4
1086,26405,1
1086,25583,2
1086,26535,3
1086,7820,4
1087,13035,1
1087,28555,2
1088,15583,1
1088,23646,2
1088,19620,3
1088,18977,4
1088,25058,5
1089,4872,1
1089,3953,2
1090,3046,1
1090,16128,2
1090,10406,3
1091,1515,1
1091,2584,2
1091,25585,3
1091,1400,4
1091,29987,5
1092,16661,1
1092,2731,2
1092,23539,3
1093,5624,1
1093,19062,2
1094,27519,1
1094,22120,2
1095,2495,1
1095,4976,2
1095,2440,3
1095,21545,4
1095,26296,5
1096,4744,1
1096,27009,2
1096,9847,3
1097,26551,1
1097,16618,2
1097,26160,3
1097,16647,4
1097,21918,5
1098,15555,1
1098,22518,2
1098,601,3
1098,23823,4
1099,16764,1
1099,22999,2
1099,14647,3
1100,29208,1
1100,1607,2
1101,20935,1
1101,24591,2
1101,24659,3
1102,24850,1
1102,21681,2
1102,25999,3
1103,3091,1
1103,9238,2
1103,27801,3
1103,5528,4
1103,29081,5
1104,5019,1
1104,9268,2
1104,5985,3
1104,7486,4
1105,26027,1
1105,7344,2
1105,17,3
1105,3423,4
1106,23466,1
1106,4867,2
1106,27593,3
1107,3124,1
1107,863,2
1107,192,3
1107,14446,4
1107,2218,5
1108,8944,1
1108,10066,2
1108,14104,3
1108,5517,4
1109,20227,1
1109,23391,2
1109,9548,3
1110,4100,1
1110,29629,2
1110,28277,3
1110,28068,4
1110,3528,5
1111,2257,1
1111,15742,2
1111,7251,3
1112,4874,1
1112,17483,2
1112,23603,3
1112,2430,4
1112,29645,5
1113,3269,1
1113,19610,2
1113,12167,3
1113,10972,4
1113,10200,5
1114,8850,1
1114,28813,2
1114,9735,3
1114,5275,4
1115,27669,1
1115,5656,2
1115,8436,3
1116,26680,1
1116,26508,2
1116,338,3
1116,4724,4
1117,16973,1
1117,10629,2
1117,9256,3
1118,23529,1
1118,21912,2
1118,4270,3
1119,10360,1
1119,22314,2
1119,20574,3
1119,11034,4
1120,16083,1
1120,18143,2
1120,8457,3
1120,14760,4
1120,5396,5
1121,2799,1
1121,6738,2
1121,4929,3
1121,4898,4
1121,26557,5
1122,4196,1
1122,10564,2
1122,28281,3
1122,2803,4
1122,545,5
1123,1776,1
1123,6096,2
1123,18855,3
1124,3119,1
1124,9660,2
1125,25999,1
1125,1497,2
1125,24643,3
1125,4155,4
1125,23671,5
1126,7682,1
1126,13157,2
1126,18369,3
1126,3286,4
1126,548,5
1127,29928,1
1127,4351,2
1127,21594,3
